id,text
140,"Photo by 東吳大學資料科學系 on May 30, 2026."
141,"Photo by 東吳大學資料科學系 on May 28, 2026."
142,"🎉 恭喜今年大學申請入學正、備取的同學們！
走過面試與放榜，你們的努力已為自己贏得肯定。接下來的志願選填，是開啟未來新篇章的關鍵一步。
誠摯建議對數據分析、人工智慧（AI）與跨領域科技應用感興趣的同學，選填志願時，請將「東吳大學資料科學系」放在第一志願！
東吳資科核心著重「資料科學與AI工具開發應用」，並透過「產業案例與實務專題」的跨域實作，從基礎程式到大數據分析，助你建立不可替代的專業實力，全面接軌業界需求。期待在東吳資科與你相見！
#東吳大學 #資料科學系 #大學申請入學"
143,"Photo by 東吳大學資料科學系 on May 26, 2026."
144,"【114學年度】東吳大學畢業典禮暨巨資學院資料科學系小畢典
【校畢典】時間為 09:30~12:00 , 地點為傳賢堂
* 9:30活動會場將準時關門,請畢業生務必注意進場時間。
*參與親屬請至體育館(觀禮區/700張椅子)觀看線上直播,或於網路(youtube平台)線上觀看。
-------------
【資科系小畢典】時間為12:30~15:00, 地點為H303
* 小畢典主會場在H303，僅容納120人（師長、學士班、碩士班、碩專班畢業生）。
*參與親屬請 至 H304、H313觀看線上直播。
畢業班級學生請點班群連結報名，截止日期為5/24(日)止，以利統計出席人數與安排撥穗梯次，謝謝！
更多資訊會在班群公告，敬請參閱。
誠摯邀請畢業生與親屬們蒞臨參加。"
145,"Photo by 東吳大學資料科學系 on May 20, 2026."
146,"115學年度大學申請入學第二階段指定項目甄試面試時間表公告囉!
5/15下午也可以來東吳大學外雙溪校區查看試場(但各試場教室一律不予開放進入喔)
https://entrance.exam.scu.edu.tw/zh-hant/node/3237
面試辛苦了！下一站：H303 科技體驗區 🤖✨
考完放輕鬆～快來 H303 找我們玩！
現場不只有院長、主任與學長姊溫馨交流與心得分享，
還能親自操作自動化機械手臂、和凱比機器人互動！
面試完直接走過來H303，體驗最有趣的資料科學實務展示體驗吧！
歡迎隨時加入 🙌
#東吳大學 #資科科學系 #大學申請入學面試 #大學探索"
147,"Photo by 東吳大學資料科學系 on May 14, 2026."
148,"很多人在展覽看到手臂動起來很順，以為只是設定好的罐頭動作，
但這其實是 AI 經歷了無數次機器學習、電腦視覺、資料分析與自動控制的成果。
在這次的東吳資料科學系機器學習-機械手臂工作坊中，我們就要帶你揭開幕後真相：
這就像是讓手臂長了眼睛（電腦視覺）和腦袋（資料科學），
透過數據學習與影像辨識，它才能自己判斷任務，而不是在那邊盲目亂揮～
從智慧製造到未來 AI 應用，
背後都和人工智慧與資料科學有關。
#東吳大學
#資料科學系
#機械手臂
#機器學習
#人工智慧"
149,"💬【資料科學系職涯諮詢室】
其實，資料科學的未來，
比你想像得更廣。
除了 AI、資訊、商業分析、金融科技，
也能跨到醫療、公衛、教育與國外研究所。
資料科學不只是學技術，
更是培養用數據解決問題的能力。
未來可走向人工智慧、金融科技、醫療科技、教育科技與跨域應用等領域。
#東吳大學 #資料科學系 #跨域學習 #大學科系探索"
150,"Photo by 東吳大學資料科學系 on May 12, 2026."
151,"AI Agent vs Agentic AI：差別到底在哪？
來聽聽吳政隆老師的AI小教室
AI Agent：接收指令 → 執行任務
Agentic AI：理解目標 → 自主決策 → 持續優化
一個是工具
一個開始變成你的夥伴
當 AI 能自己決定下一步
工作模式，就會被重寫
「AI 不會取代你
會取代你的，是會用 Agentic AI 的人」
#東吳大學 #資料科學系 #AIAgent #AgenticAI"
152,"【資料科學系職涯諮詢室】
不是頂大，真的能出國念研究所嗎？
很多人以為，
只有頂大、只有非常厲害的人，
才有機會站上國際舞台。
但其實，
真正改變未來的，
往往不是你原本有多厲害，
而是你願不願意開始探索方向。
從迷茫、懷疑自己，
到一步步找到興趣、累積能力，
最後成功申請國際研究所。
這次，
我們邀請許家恩學姊分享自己的升學歷程。
也許現在的你，
還不知道未來想做什麼；
但未來，可能比你想像得更大。
🎓 國際研究所申請經驗分享
🌏 留學準備與心態轉變
📊 AI／資料科學學習歷程
💡 給還在探索方向的你
也許看完後你會發現：
原來，「我也有機會」。
#東吳大學 #資料科學系 #學習歷程 #職涯發展 #研究所升學"
153,"你以為這是投資，其實是數據分析。
資料科學，
是把市場資訊轉成可以判斷趨勢的工具。
價格、成交量、時間變化，
都不是數字，
而是可以被分析、甚至被預測的訊號。
金融科技，就是把這些分析結果，
用在真實的投資與決策。
差別不是誰比較會猜，而是會不會分析數據。
你不用一開始就很厲害，
但可以先學會看懂數據、理解模型在做什麼。
#東吳大學 #資料科學系 #金融科技 #FinTech #數據分析"
154,"🏆強強聯手再創高峰！東吳巨量資料管理學院攜手ASU雷鳥全球管理學院啟動全新雙聯學位
【摘要】本校於2026年5月4日接待美國亞利桑那州立大學（ASU）雷鳥全球管理學院（Thunderbird School of Global Management）代表團蒞校訪問。新任院長Dr. Charla Griffy Brown上任後展開國際訪問行程， 並以東吳大學作為到訪臺灣的首站，別具意義。隨行成員包括全球合作與營運執行總監Ms. Helen Wu，以及雷鳥與東吳大學校友陳俊達學長（東吳企管系66級，博瑞達應用材料股份有限公司創辦人）。
本校由詹乾隆校長與巨量資料管理學院金凱儀院長代表，雷鳥全球管理學院則由院長Dr. Charla Griffy Brown代表完成簽署，進一步深化長期夥伴關係，正式啟動與巨量資料管理學院之全新雙聯學位合作。
來源：2026/05/06 東吳大學校園頭條
https://news.scu.edu.tw/news/194015
#東吳大學 #巨資學院 #資料科學系 #美國亞利桑那州立大學雷鳥全球管理學院 #雙聯學位"
155,"Photo by 東吳大學資料科學系 on May 06, 2026."
156,"你以為動作捕捉只是拍電影用的嗎？
其實你的一個走路、一個轉身，
都可以變成「可分析的數據」。
從穿戴式動作捕捉開始，
身體的每個角度、速度、節奏，
都能被轉換成資料。
這，就是資料科學正在做的事。
不只是分析數字，
而是解讀「人」的行為。
資料科學可以應用在哪裡？
✔ 運動表現分析（找出最佳動作）
✔ 醫療復健（預測與避免受傷）
✔ 虛擬人與動畫（讓角色更真實）
✔ AI互動（讓機器理解人類動作）
#東吳大學 #資料科學系 #動作捕捉 #運動科技 #未來實驗室"
157,"#巨資小編快報💬東吳大學資料科學系 4月30日引領衛理女中30多位高中生職涯探索。👍
#東吳大學 #資料科學系 #高中生職涯探索"
158,"Photo by 東吳大學資料科學系 on May 04, 2026."
159,"你以為 AI 只是ChatGPT聊天？
其實它已經可以「幫你做事」了。
115/4/9 東吳資料科學系直接開一場實作工作坊，由自然語言處理實驗室團隊規劃，吳政隆老師主講，並由吳東儒、吳歷其、吳秉勳三位講師帶領，從 AI 的發展脈絡出發，帶大家理解——
從規則式 AI、LLM 大型語言模型，到 AI Agent 的實務應用。
本次共有 22 位來自不同學系的同學與教職員參與，帶大家從 0 開始，做出自己的 AI 助手。
不是聽課，是直接動手👇
✔ 使用 Ollama 在本機執行 AI 模型
✔ 透過 OpenClaw 建立可自動完成任務的 AI 系統
✔ 從安裝到打造專屬 AI 助理完整實作
AI 不只是工具，而是開始能「幫你做事」的夥伴。
未來本系將持續規劃相關實作工作坊，如果你對 AI 助手與應用實作有興趣，歡迎持續關注。
#東吳大學 #資料科學系 #OpenClaw #AIAgent #打造專屬AI助理"
160,"Photo by 東吳大學資料科學系 on April 29, 2026."
161,"網站流量是可以被分析、被優化的結果📊
在東吳資料科學系的「GA應用與網站數據分析」課程中，智能商務中經常提及的資料收集觀念、實作與分析，融入智能行銷之網站建置、SEO搜尋引擎最佳化以及網站流量分析等技術，讓學生從實作中理解網路行銷與數據應用的關鍵能力。
🎬 本支影片由修課同學分享學習歷程與未來方向，看見 Data Science 在行銷領域的實際應用。
👉 未來實驗室，正在發生
#東吳大學 #資料科學系 #未來實驗室 #SEO #數據分析"
162,"Photo by 東吳大學資料科學系 on April 24, 2026."
163,"東吳大學115學年度申請入學第二階段甄試
📢 報名繳費時間：
4月22日星期三上午9點到5月5日星期二晚上9點截止！
⏰ 趕快把握時間完成報名與繳費！
📍詳細資訊請上東吳大學招生資訊網查詢"
164,"🏆資料科學系115學年度「學士生先修碩士班課程」招生開跑
歡迎想跟著系上老師繼續學習的同學們報名
🚩大四修課，碩一完成論文即畢業喔
報名截止日期：115年5月1日至115年5月29日止
錄取名額：學士班三年級以上學生（至多10名）
#東吳大學 #資料科學系 #學士先修碩士班"
165,"Photo by 東吳大學資料科學系 on April 20, 2026."
166,"這幾天東吳資科系的私訊匣快被大家問翻了！🤭
與其讓大家在網路上苦苦搜尋，我們在 FB與IG 準時發佈「應考診療室」QA，送給大家一個大補帖!
💡 限時解答： 鎖定 FB與IG 每日更新，把大家的心聲轉化為你的面試必備錦囊，更有把握跨出夢想的一步！
不管你是想找資料、找方向、還是找信心，我們都在這裡。
#東吳大學 #巨資學院 #資料科學系 #大學申請入學 #AI 大數據 二階甄試"
167,"Photo by 東吳大學資料科學系 on April 19, 2026."
168,"數學不好能讀東吳資科系嗎？別擔心，大家的敲碗，我們來回覆了！📩
「老師，我數學普通，二階面試會不會被刷掉？」
「沒學過微積分進去會很吃力嗎？」
這幾天東吳資科系的信箱真的被這些淹沒啦！
💡 今日解答： 追蹤FB與IG，幫你把實力轉化成面試時的自信談吐，讓面試官看見你的潛力！
#東吳大學 #巨資學院 #資料科學系 #大學申請入學 #AI 大數據 二階甄試"
169,"✨東吳大學資料科學系碩士在職專班持續強化課程與產業接軌，於4月18日「深度學習與創新應用」課程中，特別邀請臺北醫學大學大數據科技及管理研究所所長張詠淳教授蒞校進行專題演講。張教授以「從大型語言模型到臨床AI：應用、限制與落地經驗」為題，深入剖析人工智慧於醫療領域的最新發展趨勢與實務應用。
本次講座內容兼具理論與實務，透過實際案例分享，協助在職進修學生拓展跨域視野，強化資料科學於多元場域的整合與應用能力，展現本系課程結合理論與實務並重的教學特色。
#東吳大學 #巨資學院 #資料科學系 #大型語言模型 #深度學習"
170,"Photo by 東吳大學資料科學系 on April 17, 2026."
171,"Photo by 東吳大學資料科學系 on April 15, 2026."
172,"Photo by 東吳大學資料科學系 on April 14, 2026."
173,"週末充個電！🔋
掌握人工智慧關鍵，成為引領未來的數據領航員
別錯過這集《台灣好品牌》的深度專訪！
📅 04/18(六) 21:00-21:30
📍 寰宇財經台 MOD 520
#東吳大學#巨資學院 #資料科學系 #人工智慧 #語言模型 #數據分析 #職涯規劃"
174,"🤔資料科學系教學特色？
蘇明祥老師偷偷跟你說……
#手把手教學
#由淺入深教學
#open東吳資科系第6集"
175,"🤔傳說資料科學系的數學要很好？
小編上山下海，請許晋雄老師出場！
（老師教授微積分😂）
#open東吳資科系第5集"
176,"🤔資料科學系職涯諮商室💬
邱嘉豪老師小叮嚀
金融科技職業需要哪些職能呢？
#open東吳資科系第4集"
177,"🤔 大學(研究所)下課後還可以幹嘛？
當然是來參加老師的跨域實驗室啊！
實際接觸企業產學專案，畢業後履歷加分💯
這集由吳政隆老師，還有2位帥氣的學長幫你解答！
#Open東吳資科系第2集"
178,"🤔資料科學系學什麼？
由金凱儀老師幫你解答！
#Open東吳資科系第1集"
179,"😲 小編最近也中了🦊雪山狐狸v.s🍗烤鴨的毒
你們真的以為資料科學系只是寫程式嗎？
錯！差很多！（感覺小編變成那隻烤鴨了）
而是在學👇
🤖 人工智慧
📊 數據分析
🌐 跨域整合
但很多人卡在👇
👉 備審怎麼準備
👉 面試怎麼回答
小編都幫你整理好懶人包了，
再不加入你就損失個撤底囉✨
🎯【115資科系申請入學 QA 群】
👨‍🏫 老師親自回覆
💬 即時互動交流
不論你是高中生或家長
👉 想了解資科系都歡迎加入！
📲 掃 QR Code 立即加入🔥"
180,"一階結果出爐！別猶豫，來東吳現場看看最準！
東吳大學為了迎接優秀的準新鮮人，早就準備好了一份誠意滿滿的超級大禮！
立即報名🔥【2026預見東吳】
115/4/11、4/12－台北場(東吳大學 外雙溪校區)
115/4/18-台中場(台中全國大飯店)
115/4/19-高雄場(高雄福容大飯店)
詳細活動資訊👇
https://www.scu.edu.tw/entrance/ac/04/115/index.html
#2026預見東吳
#東吳大學 #巨資學院 #資料科學系
#升學資訊"
181,"Photo by 東吳大學資料科學系 on March 30, 2026."
182,"🎬 未來實驗室｜東吳資料科學系實驗開箱
🔍 EMG肌電實驗
你知道嗎？
👉「肌肉的訊號，其實也可以數據分析！」
在實驗中，學生透過「真實的生理回饋數據」，
一步步理解機器學習與行為資料分析是如何實際應用於研究中💡
巨資小編實驗心得💬
實驗當下真的超有感！
只要肌肉一出力，數據就即時跳動，
可以很直觀地看到「動作 → 數據 → 分析」的過程📊
也能進一步觀察：
👉 不同用力方式，數據變化有什麼差異
👉 肌肉出力的強弱、穩定度，甚至動作控制的細微變化
這些技術，其實已經應用在我們生活中👇
🏃‍♂️ 運動科技（動作分析、訓練優化）
🏥 醫療輔助（復健、肌肉功能評估）
🧠 行為與認知研究（人體反應與決策分析）
✨系上還有多人同步追蹤穿戴式無線生理回饋系統，可以同時蒐集多人的數據，做更進一步的分析與研究。
搭配課程實作，學生不只學理論，還能實際應用在：
💡 運動科技
💡 認知神經科學
💡 產學合作專題
📌 在東吳資料科學系
我們把「看不見的身體訊號」，變成可以分析的數據！
#東吳大學 #巨資學院 #資料科學系 #未來實驗室 #高中生選系"
183,"🚀 115學年度東吳資科申請入學 QA 群開張啦！
📚 院長、專業老師 & 系辦行政人員都在群裡等你～
💬 想問問題？想互動？想更了解東吳資科？
📲 掃描 QR 立即加入 Line 群組，一起聊！
#東吳大學 #巨資學院 #資料科學系 #申請入學 #線上互動"
184,"Photo by 東吳大學資料科學系 on March 25, 2026."
185,"📢 親愛的高中生及家長，選擇未來，掌握先機！✨
想了解 東吳大學資料科學系 的學習特色、多元師資及入學資訊嗎？活動即將開始囉！趕快加入連結🔥
🎯【2026東吳巨資學院資科系大哉問 – 線上QA互動座談】
📅 活動資訊
💡 場次一
🔹 日期：115 年 03 月 22日（日）
🔹 時間：上午 10:00 – 12:00
✅ 線上座談連結
Microsoft Teams 會議
加入: https://teams.microsoft.com/meet/45065577734903?p=o4T4CKRfpYogtLKMpz
會議識別碼: 450 655 777 349 03
密碼: Rz9K9yZ6"
186,"Photo by 東吳大學資料科學系 on March 21, 2026."
187,"📢 親愛的高中生及家長，選擇未來，掌握先機！✨
想了解 東吳大學資料科學系 的學習特色、多元師資及入學資訊嗎？📊
在互動座談會中，我們將介紹 學習歷程檔案準備指引，幫助您做好萬全準備！💡
🎙️ 這場線上座談，我們將解答您對 資料科學系 的各種疑問，讓您對未來的學習方向更加明確！🎯
📅 活動資訊
💡 場次一：115 年 03 月 22日（日）上午 10:00 - 12:00
💡 場次二：115 年 03 月 28日（六）下午 14:00 - 16:00
💡 立即報名，讓我們在座談會上為你解答疑問！📩
📌 報名連結：https://forms.gle/SR4gPivgxpEJZKLB6
🔥 特別提醒
✅ 無論您是對資料科學充滿興趣，還是正在考慮申請，這場座談都將為您提供寶貴資訊！
✅ 報名時請填寫您的問題，當天將由專業師資群為您一一解惑！
📢 機會難得，錯過等明年！ 💪
💙 我們在座談會等你，讓我們一起開啟資料科學的精彩未來！ 🚀
#東吳大學 #巨資學院 #資料科學系 #申請入學 #面試 #資料審查 #學習歷程檔案"
188,"Photo by 東吳大學資料科學系 on March 19, 2026."
189,"東吳大學115學年度碩士班招生考試錄取名單🔥
#東吳大學
#巨資學院
#資料科學系
#碩士班考試"
190,"Photo by 東吳大學資料科學系 on March 17, 2026."
191,"📍 ✨ 開箱東吳｜巨資學院 資料科學系 👀
走進來～就會遇見超可愛的凱比機器人 🤖
現場直接和凱比互動、挑戰問答🙋
邊玩邊學超有趣！
還有與 NVIDIA DLI課程，
機器人開發、自走車應用通通不是夢，
在這裡學習就是——so easy 💡 ✨
想成為資料科學與 AI 領域的一份子？
東吳巨資學院資料科學系等你來開箱 🙌
#東吳大學
#巨量資料管理學院
#資料科學系"
192,"【實習徵才】JPC佳必琪國際股份有限公司
想提早累積職場經驗、了解產業實務嗎？
讓學習不只在課堂，更走進真實職場✨
一起提前為未來加分 🚀
#東吳大學 #巨量資料管理學院 #資料科學系
#產學合作 #學生實習 #職涯探索 #實習招募"
193,"Photo by 東吳大學資料科學系 on February 03, 2026."
194,"✨ 東吳資科｜可愛又專業的資科團隊 😍
在職進修真的很讓人心動！
攤位前聚集了滿滿人潮，
大家對資料科學與 AI 的熱情完全藏不住🔥
東吳資科，真的好棒棒 👏✨
很開心一起見證
2026 AI 人才年會 圓滿落幕 💯
#東吳大學
#巨量資料管理學院
#資料科學系
#碩士在職專班
#2026AI人才年會完美落幕"
195,"Photo by 東吳大學資料科學系 on January 10, 2026."
196,"🌟115學年度 東吳大學 巨量資料管理學院資料科學系碩士班及碩士在職專班～熱烈招生中，免筆試～歡迎報考！
👉最後不到 24 小時｜報名即將於下午5點截止
👉最後不到 24 小時｜繳費即將於下午11點59分截止
👉把握進入資料科學專業殿堂的關鍵時刻
👉 立即完成報名繳費，掌握升級關鍵一年
👉 今天不行動，就要再等一年
網路報名日期：自114年12月9日(二) 至115年1月5日(一)17:00止
東吳大學招生資訊網🔗https://entrance.exam.scu.edu.tw/
#東吳大學 #巨量資料管理學院 #資料科學系
#碩士班考試 #碩士在職專班考試"
197,"Photo by 東吳大學資料科學系 on January 04, 2026."
198,"🌟東吳大學即將於 114年12月30日(星期二)18:30-20:30 舉辦 「115學年度碩士在職專班招生線上說明會」 。
本校碩士在職專班致力於培養具備專業深度與跨域整合能力的高階人才，課程設計結合理論與實務，涵蓋AI科技應用、數據分析、永續發展、創新設計等多元主題，並與業界緊密連結，提供學生豐富的實作與研究機會，協助每一位學生在學術與實務領域中精進成長，成為面對未來挑戰的關鍵人才！
馬上點擊下方連結參加！
📌說明會報名網址：https://forms.gle/Y796Z8qZZaAHAhJk7
🥳歡迎對人工智慧或資料科學有興趣的朋友上網報名參加唷！
#東吳大學 #巨量資料管理學院 #資料科學系碩士在職專班"
199,"Photo by 東吳大學資料科學系 on December 22, 2025."
200,"✨東吳大學 | 端木愷校長獎學金 ✨
為鼓勵優秀學生報考本校學士班～
無論是透過 繁星推薦 | 申請入學 | 分發入學
錄取本校優秀新生最高獎勵達240萬元!!!!!
#東吳大學"
201,"Photo by 東吳大學資料科學系 on December 18, 2025."
202,"恭賀 東吳大學資料科學系 金凱儀教授，憑藉其於資料科學、多媒體與數位學習領域之卓越教學成果、創新教學方法，以及對提升學生學習成效之深遠影響，榮獲 2025 年 IT Matters Awards ─ IT Matters「教師獎」 殊榮，實至名歸。
金教授以深厚專業素養與前瞻教育視野，持續推動兼具跨域創新與實務應用之資料科學教育，將理論基礎與產業實務緊密結合，不僅有效提升學生專業能力與實作經驗，更培養其在數據驅動時代所需之分析思維與問題解決能力，教學成果深獲各界肯定。
此次獲獎，除彰顯金凱儀教授在教學上的傑出表現外，亦充分展現 東吳大學資料科學系在資料科學教育、教學創新及專業人才培育方面之卓越成果。
金凱儀教授榮獲此一殊榮，巨資學院資料科學系全體師生與有榮焉，特此致上最誠摯之祝賀。
#東吳大學 #巨量資料管理學院 #資料科學系"
203,"115學年度 東吳大學 巨量資料管理學院資料科學系碩士班考試～熱烈招生中，免筆試～歡迎報考！
📌報考資訊✨
🔗東吳大學招生資訊網報名連結 https://entrance.exam.scu.edu.tw/
【網路報名日期】自114年12月9日(二) 至115年1月5日(一)止
【面試日期】115年2月25日(三)
【招生名額】5 名
【報考資格】依本校115學年度碩士班招生考試簡章之規定，符合碩士班報考資格
【甄試方式及項目】1.資料審查 2.面試
【需繳交書面資料】※資料一律採網路上傳※
1.報名表。
2.最高學歷歷年成績單。
3.研究計畫。
4.履歷自傳。
5.其他有利審查資料。
《以上資料僅供參考，正式資料請依招生簡章內容為準。》
巨資學院資料科學系誠摯歡迎您的加入😊"
204,"Photo by 東吳大學資料科學系 on December 14, 2025."
205,"Photo by 東吳大學資料科學系 on November 28, 2025."
206,"115學年度 東吳大學 巨量資料管理學院資料科學系碩士在職專班～熱烈招生中，免筆試～歡迎報考！
📌報考資訊
🔗東吳大學招生資訊網報名連結 https://entrance.exam.scu.edu.tw/
【網路報名日期】自114年12月9日(二) 至115年1月5日(一)止
【面試日期】115年3月8日(日)
【招生名額】48 名
【報考資格】依本校115學年度碩士在職專班招生簡章之規定，具備碩士報考資格，並累計工作經驗兩年以上
【甄試方式及項目】1.資料審查 2.面試
【需繳交書面資料】※資料一律採網路上傳※
1.報名表。
1.個人資料表。
2.研究計畫。
3.工作經驗表。
4.其他足資證明個人專業工作成就資料。
《以上資料僅供參考，正式資料請依招生簡章內容為準。》"
207,"Photo by 東吳大學資料科學系 on November 21, 2025."
208,"115學年度 東吳大學 巨量資料管理學院資料科學系碩士班考試～熱烈招生中，免筆試～歡迎報考！
📌報考資訊
🔗東吳大學招生資訊網報名連結 https://entrance.exam.scu.edu.tw/
【網路報名日期】自114年12月9日(二) 至115年1月5日(一)止
【面試日期】115年2月25日(三)
【招生名額】5 名
【報考資格】依本校115學年度碩士班招生考試簡章之規定，符合碩士班報考資格
【甄試方式及項目】1.資料審查 2.面試
【需繳交書面資料】※資料一律採網路上傳※
1.報名表。
2.最高學歷歷年成績單。
3.研究計畫。
4.履歷自傳。
5.其他有利審查資料。
《以上資料僅供參考，正式資料請依招生簡章內容為準。》"
209,"Photo by 東吳大學資料科學系 on October 23, 2025."
210,"👉呂明頴老師指導楊沛潔、曾鈺涵、葉于萱、蔡成杰同學獲ICKII 2025國際會議肯定 榮獲最佳論文獎！
在 ICKII 第八屆國際知識創新與發明會議（Fukuoka, Japan, Aug. 22–24, 2025）中，本系師生榮獲 Best Conference Paper Award 🏆
以研究主題《Learning to be rational or irrational? Explore the decision consistency between human beings and AI-agent in choice behavior》獲得國際評審一致肯定，充分展現本系在學術研究與跨域創新的卓越實力！
呂明頴老師指導楊沛潔、曾鈺涵、葉于萱、蔡成杰同學榮獲國際殊榮，巨資學院資料科學系全體同仁與有榮焉，致以由衷祝賀。"
211,"Photo by 東吳大學資料科學系 on October 16, 2025."
212,"115學年度 東吳大學 巨量資料管理學院資料科學系碩士班甄試入學～熱烈招生中，免筆試～歡迎報考！
📌報考資訊
🔗東吳大學招生資訊網報名連結 https://entrance.exam.scu.edu.tw/
【網路報名日期】自114年10月13日(一) 至114年10月27日(一)止
【面試日期】114年11月14日(五)
【招生名額】12 名
【報名資格】國內公立或已立案之私立大學或符合教育部採認規定之國外大學畢業，取得學士學位(含應屆)
【甄試方式及項目】1.資料審查 2.面試
【需繳交書面資料】※資料一律採網路上傳※
1.報名表。
2.大學畢業證書（或同等學力證件）影本、最高學歷歷年成績單。
3.學習計畫。
4.履歷自傳。
5.其他有利審查資料。
《以上資料僅供參考，正式資料請依招生簡章內容為準。》"
213,"Photo by 東吳大學資料科學系 on October 13, 2025."
214,"🌕✨ 中秋佳節快樂！
願明月灑下團圓與美好，
帶給大家心想事成、幸福滿滿 🥮💖
也願這份圓滿與喜悅，
延續在接下來的每一天 💫
🌟 巨資學院資料科學系 敬祝☺️"
215,"恭賀🎉 巨資學院資料科學系 蘇明祥老師榮獲2025臺灣開放教育優良課程獎「優選」殊榮！
蘇明祥老師榮獲2025臺灣開放教育優良課程獎「優選」殊榮，展現教育領域的深厚實力與創新能力。
獲獎課程為「人工智慧跨域應用」，該課程以人工智慧為核心，結合跨領域應用實例，涵蓋從基礎理論到實際應用的完整學習路徑，旨在瞭解人工智慧在不同領域的可能性，希望透過這門課程，讓更多人瞭解人工智慧的潛力，同時激發更多人參與跨域創新的熱情。
蘇明祥老師榮獲此殊榮，巨資學院資料科學系全體同仁與有榮焉，致以由衷祝賀。"
216,"Photo by 東吳大學資料科學系 on October 01, 2025."
217,"Photo by 東吳大學資料科學系 on September 30, 2025."
218,"🌟東吳大學巨量學院資料科學系115學年度大學特殊選才熱烈招生中，免筆試～歡迎報考！
🔗報名網址：
👉https://entrance.exam.scu.edu.tw/
📌報名資訊如下：
👉網路報名：114/10/22(三)上午10:00起至114/11/11(二)下午17:00止
👉面試日期：114/12/06(六)
👉招生名額：2名
👉報名資格：公私立高級中等學校或同等學校之應屆畢業生或已畢業學生，或具有「入學大學同等學力認定標準」報考資格
👉考試方式：1.資料審查 2.面試
※資料一律採網路上傳，詳情請參閱招生簡章。
《以上資料請依招生簡章內容為準。》
東吳大學巨量學院資料科學系歡迎您😄"
219,"Photo by 東吳大學資料科學系 on September 26, 2025."
220,"恭賀 🎉巨資學院資料科學系 涂芸芳老師入選美國史丹佛大學(Stanford University)發布2025「全球前2%頂尖科學家」
✨Main Field: Social Sciences
✨Sub Field: Education"
221,"Photo by 東吳大學資料科學系 on September 22, 2025."
222,"Photo by 東吳大學資料科學系 on September 21, 2025."
223,"Photo by 東吳大學資料科學系 on August 14, 2025."
224,"Photo by 東吳大學資料科學系 on August 04, 2025."
225,"🌫️ 草船借箭，看似天賦神策，其實是戰略眼光與精準資料判讀的完美結合。
📊 根據 2025 年 7 月 21 日《聯合新聞網》報導，政府推動「AI 新十大建設」，聚焦五大願景：
1️⃣ 打造全球 AI 影響力中心
2️⃣ 創造 50 萬個高薪就業機會
3️⃣ 推動區域均衡發展
4️⃣ 擴展智慧生活應用
5️⃣ 接軌全球 AI 競爭戰略
🎯 面對未來決策戰場，誰能掌握資料，誰就能搶佔先機。
在 東吳資料科學系，我們訓練你如同現代軍師──
從資料中洞察機先、預判風險、精準出招。
📚 學士班｜碩士班｜碩士在職專班 同步招生中
✅ 為 AI 時代，打造你的戰略思維與競爭優勢！
#東吳大學 #巨資學院 #資料科學系 #招生 #AI新十大建設"
226,"恭賀 🎉
巨資學院資料科學系何穗華老師獲得本校113學年度「績優導師獎」🏆
巨資學院資料科學系蘇明祥老師、蘇維宗老師 獲得本校113學年度「熱心導師獎」👏👏👏
巨資學院全體師生同賀"
227,"Photo by 東吳大學資料科學系 on July 15, 2025."
228,"🤖 AI有可能讀懂「人類情緒」嗎？
東吳資料科學系蘇明祥老師團隊，運用深度學習研究情緒識別、語意計算與智慧對話系統，打造人性化的人機互動。
🔍 你最想看到AI應用在哪個情緒情境中？
留言選一個：
1️⃣ 客服助理
2️⃣ 教育學習
3️⃣ 情緒陪伴
4️⃣ 其他（請留言！）
#東吳大學 #巨資學院 #資料科學系 #AI應用 #深度學習 #情緒識別 #大語言模型"
229,"恭賀 🎉巨資學院資料科學系 鄭宏文老師 獲得
EUROPEAN FINANCIAL MANAGEMENT ASSOCIATION
2025 EFMA Capital Markets Best Paper Award
巨資學院全體師生同賀
#東吳大學 #巨資學院 #資料科學系"
230,"Photo by 東吳大學資料科學系 on July 06, 2025."
